,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,Comments,ComplianceStatus,Outlier,ZipCode,Latitude,Longitude,Address,PropertyGFATotal_calc,BuildingAge,MeanGFAperFloor,ParkingGFARatio,Certified,CertifiedPreviousYear,NbYearsCertified,SteamUse(ratio),Electricity(ratio),NaturalGas(ratio),OtherFuelUse(ratio),SteamUse(bins),Electricity(bins),NaturalGas(bins),OtherFuelUse(bins),EnergyProfile,MainEnergy,ExtsurfVolRatio,SiteEnergyUseWN(kBtu)_log,TotalGHGEmissions_log
82,54,2015,NonResidential,K-12 School,BLANCHET HIGH SCHOOL,625049002,6,NORTHWEST,1954,1.0,3.0,175015,0,175015,"('K-12 School',)",K-12 School,175015.0,None,0.0,None,0.0,(),95.0,40.5,49.1,74.6,85.8,7080229.0,8596269.0,0.0,789588.0,2694187.0,43860.0,4386042.0,0.0,251.72,1.37,False,,Compliant,,98103,47.68894837,-122.33616192,8200 WALLINGFORD AVE N,175015.0,61,43753.75,0.0,False,False,0,0.0,0.38052257914256726,0.6194774208574327,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.0746783937722576,15.966838829879844,5.528317358658732
84,55,2016,NonResidential,Self-Storage Facility,VINE STREET,653000225,7,DOWNTOWN,1911,1.0,3.0,70586,0,70586,"('Office', ' Self-Storage Facility', ' Vocational School')",Self-Storage Facility,38439.0,Vocational School,28197.0,Office,3859.0,(),,30.60000038,33.09999847,76.59999847,79.19999695,2158629.0,2331573.25,0.0,439691.9063,1500229.0,6584.0,658400.0,0.0,45.43,0.64,False,,Compliant,,98121.0,47.61351,-122.35128999999999,11 VINE STREET,70495.0,105,17646.5,0.0,False,False,0,0.0,0.69499158956912,0.30500841043087995,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.08566693843125543,14.662053812279346,3.816172679771312
86,56,2016,NonResidential,Hotel,SEATTLE HILTON HOTEL,1975700040,7,DOWNTOWN,1969,1.0,24.0,332210,205970,126240,"('Hotel',)",Hotel,348630.0,None,0.0,None,0.0,(),67.0,46.40000153,46.40000153,121.8000031,121.8000031,16163193.0,16163194.0,0.0,3576906.75,12204406.0,39587.86719,3958787.0,0.0,295.33,0.89,False,,Compliant,,98101.0,47.60946,-122.33337,1301 SIXTH AVE,348630.0,47,5049.6,0.6199993979711628,False,False,0,0.0,0.7550739510442027,0.24492604895579728,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.04358842309848027,16.59824724004218,5.688093375191561
88,57,2016,NonResidential,Large Office,5TH AND PINE,1975700200,7,DOWNTOWN,1973,1.0,5.0,168115,0,168115,"('Data Center', ' Office', ' Retail Store')",Office,103362.0,Retail Store,65676.0,Data Center,493.0,"('2016',)",78.0,56.29999924,56.29999924,176.6000061,176.6000061,9536160.0,9536161.0,0.0,2794888.75,9536160.0,0.0,0.0,0.0,66.48,0.4,False,,Compliant,,98101.0,47.6113,-122.33658999999999,413 PINE STREET,169531.0,43,28019.166666666668,0.0,True,False,1,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.06093343179730869,16.070601551534008,4.196901150547193
90,58,2016,NonResidential,Other,1525 4TH AVENUE,1975700365,7,DOWNTOWN,1920,1.0,2.0,57428,0,57428,"('Other - Mall', ' Personal Services (Health/Beauty', ' Dry Cleaning', ' etc)')",Other - Mall,51747.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",5681.0,None,0.0,(),,21.70000076,21.60000038,48.79999924,48.40000153,1247362.0,1239429.75,0.0,209536.5938,714939.0,5324.230469,532423.0,0.0,33.26,0.58,False,,Compliant,,98101.0,47.61076,-122.33765,1525 4TH AVE,57428.0,96,19142.666666666668,0.0,False,False,0,0.0,0.5731607985492584,0.42683920145074167,0.0,(s),e,n,(o),(s)en(o),Electricity,0.10298478510356912,14.030161952772168,3.5043554737647815
92,59,2016,NonResidential,Small- and Mid-Sized Office,GIBRALTAR TOWER,1975700380,7,DOWNTOWN,1910,1.0,8.0,59400,0,59400,"('Office', ' Retail Store')",Office,34947.0,Retail Store,4993.0,None,0.0,(),14.0,85.40000153,88.30000305,398.7000122,412.2000122,5071973.0,5242479.5,0.0,1486510.375,5071973.0,0.0,0.0,0.0,35.36,0.6,False,,Compliant,,98101.0,47.610479999999995,-122.33793999999999,1520 3RD AVE,39940.0,106,6600.0,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.07392795441642445,15.47230513140245,3.5655812377694427
94,60,2015,NonResidential,Mixed Use Property,MANN BUILDING/WILD GINGER/TRIPLE DOOR,1975700525,7,DOWNTOWN,1926,1.0,2.0,52549,0,52549,"('Office', ' Other - Entertainment/Public Assembly', ' Restaurant')",Other - Entertainment/Public Assembly,23500.0,Restaurant,23500.0,Office,5459.0,(),,297.1,316.4,522.8,537.1,15584167.0,16598244.0,0.0,1551526.0,5294026.0,102901.0,10290141.0,0.0,583.41,10.67,False,,Compliant,,98101,47.60883331,-122.3374176,1401 3RD AVE,52459.0,89,17516.333333333332,0.0,False,False,0,0.0,0.33970542025120753,0.6602945797487925,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.1042971311109486,16.62480746459881,6.368890198184901
97,62,2015,NonResidential,Hotel,ROOSEVELT HOTEL,1976700010,7,DOWNTOWN,1930,1.0,20.0,98634,10043,88591,"('Hotel', ' Parking', ' Restaurant')",Hotel,83591.0,Parking,10043.0,Restaurant,5000.0,(),46.0,69.7,73.8,201.1,213.8,6176039.0,6534220.0,0.0,1589324.0,5422999.0,7530.0,753040.0,0.0,77.8,0.55,False,,Compliant,,98101,47.61229324,-122.33441925,1531 7TH AVE,98634.0,85,4218.619047619048,0.10182087312691364,False,False,0,0.0,0.8780707181415143,0.12192928185848567,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.06894752475017847,15.69256354061,4.354141431184346
99,63,2015,NonResidential,Hotel,SHERATON HOTEL,1976700095,7,DOWNTOWN,1982,1.0,34.0,994212,146694,847518,"('Hotel', ' Parking', ' Swimming Pool')",Hotel,994212.0,Parking,117668.0,Swimming Pool,0.0,(),60.0,85.9,89.3,187.3,191.6,85359819.0,88771488.0,16229832.0,13200400.0,45041634.0,240884.0,24088353.0,0.0,2846.07,2.67,False,,Compliant,,98101,47.61101988,-122.3335344,1400 6TH AVE,1111880.0,33,24214.8,0.14754800786954894,False,False,0,0.190134330064594,0.5276678714606927,0.28219779847471327,0.0,(s),e,(n),(o),(s)e(n)(o),Electricity,0.030082308753795892,18.30157607532375,7.953694374271427
101,65,2016,NonResidential,Hotel,INN AT THE MARKET,1977200050,7,DOWNTOWN,1985,1.0,7.0,71150,0,71150,"('Hotel', ' Parking', ' Restaurant', ' Retail Store')",Hotel,41340.0,Parking,13730.0,Retail Store,9604.0,(),98.0,93.09999847,93.09999847,215.89999390000003,215.89999390000003,5348308.0,5348309.0,0.0,950732.8125,3243900.0,21044.08008,2104408.0,0.0,134.38,1.89,False,,Compliant,,98101.0,47.609970000000004,-122.34138,86 PINE ST,64674.0,31,8893.75,0.0,False,False,0,0.0,0.6065282702492077,0.3934717297507922,0.0,(s),e,n,(o),(s)en(o),Electricity,0.07019258843438497,15.492290994143676,4.900671607492004
102,66,2016,NonResidential,Hotel,MOORE HOTEL INC,1977201035,7,DOWNTOWN,1908,1.0,7.0,122810,0,122810,"('Hotel', ' Other - Entertainment/Public Assembly', ' Retail Store')",Hotel,88360.0,Other - Entertainment/Public Assembly,26450.0,Retail Store,8000.0,(),99.0,44.0,49.59999847,68.19999695,74.09999847,5401277.0,6088417.5,0.0,379121.0938,1293561.0,41077.16016,4107716.0,0.0,227.18,1.85,False,,Compliant,,98101.0,47.61155,-122.34114,1926 2ND AVE,122810.0,108,15351.25,0.0,False,False,0,0.0,0.2394916979817921,0.760508302018208,0.0,(s),(e),N,(o),(s)(e)N(o),NaturalGas,0.06006183579791171,15.621898753701894,5.425742654803275
104,67,2016,NonResidential,Hotel,QUALITY INN,1991200730,7,LAKE UNION,1959,1.0,5.0,113173,42546,70627,"('Hotel', ' Parking')",Hotel,70627.0,Parking,42546.0,None,0.0,(),86.0,74.80000305,76.90000153,165.6999969,172.1000061,5284343.0,5428403.5,0.0,863036.3125,2944680.0,23396.62891,2339663.0,0.0,144.79,1.28,False,,Compliant,,98109.0,47.619859999999996,-122.34413,618 JOHN ST,113173.0,57,11771.166666666666,0.3759377236620042,False,False,0,0.0,0.5572461893559899,0.44275381064401004,0.0,(s),e,n,(o),(s)en(o),Electricity,0.0661619209051124,15.507155633946347,4.97528441679333
107,68,2015,NonResidential,Hotel,HOLIDAY INN - SEATTLE,1991200935,7,LAKE UNION,2000,1.0,7.0,150453,34735,115718,"('Hotel', ' Restaurant')",Hotel,107547.0,Restaurant,3000.0,None,0.0,"('2014',)",83.0,60.8,62.6,131.7,133.4,6723035.0,6921805.0,0.0,1051118.0,3586563.0,31365.0,3136472.0,0.0,191.58,1.17,False,,Compliant,,98109,47.6203118,-122.3428044,211 DEXTER AVE N,110547.0,15,14464.75,0.23086944095498263,False,True,1,0.0,0.5334737956890006,0.46652620431099945,0.0,(s),e,n,(o),(s)en(o),Electricity,0.05694563724629018,15.750187131731785,5.255305475954746
108,69,2015,NonResidential,Hotel,HOLIDAY INN EXPRESS - DOWNTOWN SEATTLE,1991200940,7,LAKE UNION,1997,1.0,6.0,116300,28200,88100,"('Hotel', ' Parking')",Hotel,88490.0,Parking,28300.0,None,0.0,(),84.0,68.0,69.7,147.8,150.3,6014212.0,6169676.0,0.0,948984.0,3238067.0,27761.0,2776145.0,0.0,170.01,1.34,False,,Compliant,,98109,47.62021696,-122.3432115,226 AURORA AVE N,116790.0,18,12585.714285714286,0.24247635425623387,False,False,0,0.0,0.538402537190242,0.46159746280975794,0.0,(s),e,n,(o),(s)en(o),Electricity,0.06277870251736664,15.635156882347168,5.135857258849637
111,70,2015,NonResidential,Hotel,HOMEWOOD SUITES HOTEL - SEATTLE,1992200235,7,MAGNOLIA / QUEEN ANNE,1998,1.0,6.0,155602,36744,118858,"('Hotel',)",Hotel,155602.0,None,0.0,None,0.0,(),81.0,44.4,44.1,108.0,106.8,6915481.0,6855303.0,0.0,1338290.0,4566435.0,23490.0,2349046.0,0.0,156.59,0.88,False,,Compliant,,98119,47.62050588,-122.3596901,206 WESTERN AVE W,155602.0,17,16979.714285714286,0.23614092363851363,False,False,0,0.0,0.660320663161391,0.3396793368386089,0.0,(s),e,n,(o),(s)en(o),Electricity,0.05857484261674678,15.740533071314612,5.053630924557352
112,73,2016,NonResidential,K-12 School,SEATTLE HEBREW ACADEMY,2125049015,3,EAST,1911,1.0,3.0,56072,0,56072,"('K-12 School',)",K-12 School,56072.0,None,0.0,None,0.0,(),76.0,57.70000076,67.80000305,81.09999847,92.69999695,3234787.0,3800842.5,0.0,161743.0938,551867.0,26829.20117,2682920.0,0.0,146.34,2.61,False,,Compliant,,98136.0,47.63442,-122.30793,1617 INTERLAKEN DRIVE EAST,56072.0,105,14018.0,0.0,False,False,0,0.0,0.17060381409966097,0.829396185900339,0.0,(s),(e),N,(o),(s)(e)N(o),NaturalGas,0.08934001414066538,15.150733310648784,4.985932681455884
114,77,2016,NonResidential,Hotel,COMFORT SUITES SEATTLE CENTER,2249000170,7,MAGNOLIA / QUEEN ANNE,1999,1.0,4.0,122942,44891,78051,"('Hotel', ' Parking')",Hotel,78051.0,Parking,44891.0,None,0.0,(),94.0,68.40000153,69.0,136.6999969,138.6999969,5337334.0,5387530.0,0.0,710354.5,2423730.0,29136.039060000003,2913604.0,0.0,171.64,1.4,False,,Compliant,,98109.0,47.62519,-122.34456000000002,601 ROY ST,122942.0,17,15610.2,0.36513965935156417,False,False,0,0.0,0.454108736683895,0.545891263316105,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.06995352801292867,15.499597581824112,5.145399260123324
117,82,2015,NonResidential,Small- and Mid-Sized Office,WA DEPT OF SOCIAL & HEALTH SERVICES,2254501944,3,CENTRAL,1962,1.0,2.0,54984,0,54984,"('Office',)",Office,54984.0,None,0.0,None,0.0,(),65.0,63.7,71.3,149.8,157.8,3505047.0,3921971.0,0.0,639274.0,2181293.0,13238.0,1323754.0,0.0,85.51,1.38,False,,Compliant,,98122,47.60841187,-122.3095441,1700 E CHERRY ST,54984.0,53,18328.0,0.0,False,False,0,0.0,0.6223291727614494,0.37767082723855055,0.0,(s),e,n,(o),(s)en(o),Electricity,0.1036203298589199,15.182104891524451,4.448633328167864
119,84,2015,NonResidential,Senior Care Community,PROVIDENCE MT ST VINCENT,2324039001,1,SOUTHWEST,1922,1.0,5.0,217603,0,217603,"('Parking', ' Senior Care Community')",Senior Care Community,296313.0,Parking,0.0,None,0.0,(),50.0,153.5,170.9,246.4,264.6,45494825.0,50629892.0,0.0,3540510.0,12080722.0,334141.0,33414103.0,0.0,1858.84,8.3,False,,Compliant,,98126,47.55837362,-122.378518,4831 35TH AVE SW,296313.0,93,36267.166666666664,0.0,False,False,0,0.0,0.26554057521926944,0.7344594247807306,0.0,(s),(e),N,(o),(s)(e)N(o),NaturalGas,0.058041093508964005,17.74005271082116,7.527707916239025
121,85,2016,NonResidential,Senior Care Community,FOSS HOME AND VILLAGE,2426039059,5,NORTHWEST,1970,1.0,2.0,93397,0,93397,"('Senior Care Community',)",Senior Care Community,93397.0,None,0.0,None,0.0,(),1.0,175.6000061,181.6000061,311.5,320.0,16402562.0,16959754.0,0.0,1664565.75,5679498.0,107230.6406,10723064.0,0.0,609.1,6.52,False,,Compliant,,98133.0,47.72426,-122.35598999999999,13023 GREENWOOD AVE. N,93397.0,46,31132.333333333332,0.0,False,False,0,0.0,0.34625676159614577,0.6537432384038542,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.09674421163657917,16.646353683505854,6.411982457842439
122,86,2015,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,2467400430,7,LAKE UNION,2008,1.0,6.0,84103,20732,63371,"('Hotel', ' Parking')",Hotel,63371.0,Parking,20732.0,None,0.0,(),68.0,62.8,63.8,164.1,164.0,3979255.0,4045411.0,0.0,872126.0,2975816.0,10034.0,1003439.0,0.0,74.04,0.73,False,,Compliant,,98109,47.61990903,-122.3320457,207 PONTIUS AVE N,84103.0,7,9053.0,0.2465072589562798,False,False,0,0.0,0.7478324460231878,0.25216755397681223,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.06823850240735257,15.213093710235222,4.304605487705297
126,89,2015,NonResidential,Medical Office,"POLYCLINIC MEDICAL OFFICE, NORTH BUILDING",1978201270,3,EAST,1965,1.0,3.0,179014,0,179014,"('Medical Office',)",Medical Office,179014.0,None,0.0,None,0.0,(),48.0,105.4,110.9,221.6,224.0,18869162.0,19858448.0,0.0,2784469.0,9501003.0,93682.0,9368159.0,0.0,563.78,2.92,False,,Compliant,,98122,47.61249662,-122.3213373,1200 HARVARD AVE,179014.0,50,44753.5,0.0,False,False,0,0.0,0.5035201351284174,0.4964798648715825,0.0,(s),e,n,(o),(s)en(o),Electricity,0.07446359451937741,16.80414006649846,6.334664104478621
129,95,2016,NonResidential,Hotel,SORRENTO HOTEL,1979200270,3,EAST,1908,1.0,7.0,76631,0,76631,"('Hotel',)",Hotel,76631.0,None,0.0,None,0.0,(),71.0,94.69999695,94.59999847,172.0,171.6999969,7258758.0,7250730.5,0.0,779819.0,2660742.0,45980.16016,4598016.0,0.0,262.75,3.43,False,,Compliant,,98104.0,47.608979999999995,-122.32693,900 MADISON ST.,76631.0,108,9578.875,0.0,False,False,0,0.0,0.3665560967868057,0.6334439032131943,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.0686475990359371,15.796612780375739,5.571203009757061
130,96,2016,NonResidential,Mixed Use Property,CENTRAL SEATTLE,1979200290,3,EAST,1983,1.0,6.0,99780,9341,90439,"('Data Center', ' Medical Office', ' Non-Refrigerated Warehouse', ' Office', ' Other', ' Parking')",Medical Office,40174.0,Parking,20868.0,Office,17020.0,(),,204.5,207.3000031,505.79998780000005,504.29998780000005,15473115.5,15684371.0,5327802.5,2973421.25,10145313.0,0.0,0.0,0.0,481.97,4.83,False,,Compliant,,98104.0,47.60845,-122.32637,921 TERRY AVE.,78062.0,33,12919.857142857143,0.09361595510122268,False,False,0,0.34432642217399595,0.6556735778260041,0.0,0.0,s,e,(n),(o),se(n)(o),Electricity,0.06524930670165444,16.56817529679452,6.177881871449669
132,98,2015,NonResidential,Retail Store,FIRESTONE TIRE AND RUBBER CO,1983200230,7,LAKE UNION,1929,1.0,2.0,58320,0,58320,"('Retail Store',)",Retail Store,72072.0,None,0.0,None,0.0,(),95.0,14.9,19.2,26.6,31.5,1074195.0,1383366.0,0.0,110291.0,376328.0,6979.0,697867.0,0.0,39.69,0.65,False,,Compliant,,98109,47.622375,-122.33805,400 WESTLAKE AVE N,72072.0,86,19440.0,0.0,False,False,0,0.0,0.3503349019498322,0.6496650980501678,0.0,(s),e,n,(o),(s)en(o),NaturalGas,0.10276283960153641,14.140030217717786,3.681099266794974
135,100,2016,NonResidential,Large Office,CITY PLACE III - SEDO,1983200325,7,LAKE UNION,2010,1.0,5.0,316306,0,316306,"('Office', ' Other', ' Parking', ' Retail Store')",Office,261826.0,Parking,150726.0,Other,15139.0,(),96.0,48.0,48.40000153,144.0,144.3999939,13795952.0,13909270.0,0.0,3772301.0,12871091.0,9248.610352,924861.0,0.0,138.85,0.44,False,,Compliant,,98109.0,47.62424,-122.33646,551 BOREN AVE. NORTH,427691.0,6,52717.666666666664,0.0,False,False,0,0.0,0.9329614223070651,0.06703857769293485,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.05445839086871255,16.44806608229244,4.933394213752808
137,102,2016,NonResidential,Hotel,RESIDENCE INN SEATTLE - LAKE UNION,1984200065,3,LAKE UNION,1990,1.0,7.0,282863,44766,238097,"('Hotel', ' Parking')",Hotel,235788.0,Parking,51537.0,None,0.0,(),37.0,82.5,85.59999847,184.0,189.1999969,19459303.0,20194606.0,0.0,3218245.0,10980652.0,84786.50781,8478651.0,0.0,526.85,1.86,False,,Compliant,,98109.0,47.62642,-122.33325,800 FAIRVIEW AVE. N,287325.0,26,29762.125,0.15826035925518714,False,False,0,0.0,0.5642880425881647,0.4357119574118354,0.0,(s),e,n,(o),(s)en(o),Electricity,0.04905019847329061,16.820926097009682,6.266915878045537
139,103,2015,Nonresidential COS,Other,KEY ARENA - SEATTLE CENTER,1985200003,7,MAGNOLIA / QUEEN ANNE,1962,1.0,1.0,129000,0,129000,"('Other',)",Other,368000.0,None,0.0,None,0.0,(),,79.7,78.7,167.7,167.7,29337400.0,28974828.0,8560000.0,4194724.0,14312992.0,0.0,0.0,6464408.0,760.51,5.42,False,,Compliant,,98109,47.62124083,-122.3534322,305 HARRISON ST,368000.0,53,64500.0,0.0,False,False,0,0.29177773081459163,0.48787527183731344,0.0,0.22034699734809493,(s),e,(n),(o),(s)e(n)(o),Electricity,0.12686109573027426,17.181938011020616,6.633989260856816
140,104,2016,Nonresidential COS,Other,BAGLEY WRIGHT THEATRE,1985200003,7,MAGNOLIA / QUEEN ANNE,1962,1.0,1.0,91213,0,91213,"('Other',)",Other,65000.0,None,0.0,None,0.0,(),,125.1999969,125.90000149999999,261.7000122,265.3999939,7874245.0,8181881.0,4120130.0,1100268.125,3754115.0,0.0,0.0,0.0,344.2,3.77,False,,Compliant,,98109.0,47.62208,-122.35398,151 MERCER ST.,65000.0,54,45606.5,0.0,False,False,0,0.5232412758302541,0.4767587241697458,0.0,0.0,s,e,(n),(o),se(n)(o),Steam,0.12984149243989018,15.917432633244472,5.841222883777439
143,106,2015,Nonresidential COS,Other,ARMORY - SEATTLE CENTER,1985200305,7,MAGNOLIA / QUEEN ANNE,1938,1.0,5.0,396085,0,396085,"('Other',)",Other,278500.0,None,0.0,None,0.0,(),,97.6,96.5,166.8,167.7,27185096.0,26880068.0,10951000.0,2334143.0,7964427.0,0.0,0.0,8269669.0,900.81,2.19,False,,Compliant,,98109,47.62189039,-122.3502752,305 HARRISON ST,278500.0,77,66014.16666666667,0.0,False,False,0,0.40283102182166286,0.2929703466929085,0.0,0.30419863148542864,s,(e),(n),(o),s(e)(n)(o),Steam,0.0526053451687674,17.10689560337793,6.803294358567147
144,107,2015,NonResidential,Large Office,CITY PLACE IV,1986200410,7,LAKE UNION,2010,1.0,12.0,571329,0,571329,"('Office', ' Other', ' Parking')",Office,598801.0,Parking,310699.0,Other,26203.0,(),89.0,66.8,66.7,184.6,184.3,41736199.0,41683652.0,0.0,10033800.0,34236747.0,74995.0,7499452.0,0.0,636.96,0.86,False,,Compliant,,98109,47.62099765,-122.33592466,301 BOREN AVE N,935703.0,5,43948.38461538462,0.0,False,False,0,0.0,0.8203130093375297,0.17968699066247024,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.03617446357867989,17.545619571532594,6.456706859252007
146,110,2016,Nonresidential COS,Other,EXHIBITION HALL,1988200440,7,MAGNOLIA / QUEEN ANNE,1962,1.0,2.0,52000,0,52000,"('Other',)",Other,52000.0,None,0.0,None,0.0,(),,52.40000153,51.59999847,110.40000149999999,109.5,2495729.0,2682242.75,1202380.0,379058.9063,1293349.0,0.0,0.0,0.0,101.83,1.96,False,,Compliant,,98109.0,47.62395,-122.35077,225 MERCER ST.,52000.0,54,17333.333333333332,0.0,False,False,0,0.48177506452022634,0.5182249354797737,0.0,0.0,s,e,(n),(o),se(n)(o),Electricity,0.10445625508658408,14.802163849540731,4.623304756183574
149,111,2015,Nonresidential COS,Other,MERCER ARENA - SEATTLE CENTER,1988200700,7,MAGNOLIA / QUEEN ANNE,1928,1.0,1.0,60696,0,60696,"('Other',)",Other,108000.0,None,0.0,None,0.0,(),,8.6,8.6,26.9,26.9,925018.0,924980.0,0.0,271096.0,925018.0,0.0,0.0,0.0,6.45,0.04,False,,Compliant,,98109,47.62388082,-122.3499699,301 MERCER ST,108000.0,87,30348.0,0.0,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.13407233078838748,13.73752739463919,1.864080130807681
151,112,2015,Nonresidential COS,Other,MCCAW HALL - SEATTLE CENTER,1988200700,7,MAGNOLIA / QUEEN ANNE,1928,1.0,2.0,262048,0,262048,"('Other',)",Other,296000.0,None,0.0,None,0.0,(),,70.4,70.4,174.1,179.7,20828129.0,20845160.0,3900000.0,4098221.0,13983710.0,0.0,0.0,2944419.0,398.51,1.29,False,,Compliant,,98109,47.62388082,-122.3499699,225 MERCER ST,296000.0,87,87349.33333333333,0.0,False,False,0,0.1872467757425547,0.6713857975433127,0.0,0.1413674267141326,(s),E,(n),(o),(s)E(n)(o),Electricity,0.08760819940749423,16.852632344969184,5.987732592018304
152,113,2015,NonResidential,Small- and Mid-Sized Office,KCTS 9,1988200705,7,MAGNOLIA / QUEEN ANNE,1986,1.0,2.0,66240,2352,63888,"('Data Center', ' Distribution Center', ' Office', ' Parking', ' Retail Store')",Office,45900.0,Data Center,5181.0,Distribution Center,4551.0,(),,77.8,77.8,244.4,244.4,4330148.0,4329966.0,0.0,1269041.0,4330148.0,0.0,0.0,0.0,30.19,0.17,False,,Compliant,,98109,47.623925,-122.3483417,401 MERCER ST,55632.0,29,21296.0,0.035507246376811595,False,False,0,0.0,1.0,0.0,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.10099316917698234,15.28107024775385,3.4075107437187473
154,114,2015,NonResidential,Large Office,BILL & MELINDA GATES FOUNDATION,1988201155,7,MAGNOLIA / QUEEN ANNE,2010,1.0,6.0,920598,303707,616891,"('Office', ' Other', ' Parking')",Office,729584.0,Parking,185014.0,Other,6000.0,(),93.0,49.9,52.8,133.3,133.0,36682371.0,38835684.0,0.0,8347549.0,28483019.0,81994.0,8199352.0,0.0,634.03,0.56,False,,Compliant,,98109,47.62334946,-122.344706,500 5TH AVE N,920598.0,5,88127.28571428571,0.3299018681335393,False,False,0,0.0,0.7764770439729755,0.22352295602702454,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.0427759932782118,17.47485007265876,6.452096271929723
156,115,2016,NonResidential,Small- and Mid-Sized Office,J.G. SCRIPPS BUILDING,1989200850,7,MAGNOLIA / QUEEN ANNE,1970,1.0,4.0,76213,25930,50283,"('Office', ' Other', ' Parking')",Office,48546.0,Parking,21454.0,Other,2406.0,(),68.0,68.19999695,71.59999847,192.3999939,196.0,3476212.0,3647345.75,0.0,863039.875,2944692.0,5315.200195,531520.0,0.0,48.76,0.64,False,,Compliant,,98033.0,47.62053,-122.35842,221 1ST AVE. W,72406.0,46,10056.6,0.3402306693083857,False,False,0,0.0,0.8470979330374557,0.1529020669625443,0.0,(s),E,(n),(o),(s)E(n)(o),Electricity,0.07684335932575996,15.109510269245657,3.8869103046130706
158,116,2016,NonResidential,Hotel,MEDITERRANEAN INN (ID#116),1989201125,7,MAGNOLIA / QUEEN ANNE,2002,1.0,6.0,96910,36934,59976,"('Hotel', ' Parking')",Hotel,59976.0,Parking,36934.0,None,0.0,(),56.0,86.0,87.90000153,182.1999969,188.3999939,5155569.0,5274523.0,0.0,772863.625,2637011.0,25185.58008,2518558.0,0.0,152.14,1.57,False,,Compliant,,98109.0,47.62291,-122.35708000000001,425 QUEEN ANNE AVE N.,96910.0,14,8568.0,0.3811164998452172,False,False,0,0.0,0.5114878687493077,0.4885121312506922,0.0,(s),e,n,(o),(s)en(o),Electricity,0.06574178861189489,15.478398806697394,5.024801149569155
